OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,SHAPE_Length
172370,Birch Creek access route,This public access route travels along Birch Creek in the Ahuriri valley. ,Expert,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/90a07a08acd14e44be7591488d02029f.jpg,https://www.doc.govt.nz/link/2c4a37d512424291a8567706e8c0173f.aspx,2021/05/05 13:42:03+00,2306.36761262349
172371,Black Hill Hut tracks,Walk to Black Hill Hut on one of these tracks or combine them to make a circuit.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/ac0aacea8f944f38b0886344f03539fc.aspx,2021/05/05 13:42:04+00,9187.4061759985
172372,Blue Lake Track,Enjoy native bush and quiet beaches. The track provides good opportunities to look out over the Blue Lake (Tikitapu) and Green Lake (Rotokakahi).,Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ec6f3551e0cb4ab6a88e23361695e32f.jpg,https://www.doc.govt.nz/link/47fedb4f648d4e8cb5664f9aea371fc1.aspx,2021/05/05 13:41:44+00,5556.54387397669
172373,Blue Lake walks,"Enjoy one of the walks around historic, man-made Blue Lake in St Bathans and view sluicings and gold mining remains.","Easiest, Advanced",30 min to 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/627ef5ac28874c6484a5841368284df1.jpg,https://www.doc.govt.nz/link/737838d5a1674c39bf952985bf23e6d0.aspx,2021/05/05 13:41:45+00,4693.62998734418
172374,Blue Pools Track,"Nestled among mature beech and podocarp forest, these pools of deep, clear water flowing into the Makarora River offer a moment of tranquillity. This is one of our best short walks.",Easiest,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49cb01a7e24247ebabf436ffa3d19f60.jpg,https://www.doc.govt.nz/link/3943c73304f545e79c578060d080fa96.aspx,2021/05/05 13:42:04+00,1601.60374540397
172375,Blue Valley Track,"This track is easily accessible and an interesting day or overnight trip.

",Advanced,2-3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/502070f6160d45488d3c57dc95124828.aspx,https://www.doc.govt.nz/link/df40312df359404580727aa12b1aff64.aspx,2021/05/05 13:42:06+00,16781.1632998224
172376,Young River Link Track,"An extension of the very popular Blue Pools Walk and connects with the Young River. It's  also an alternative, high river route to the stat of the Gillespie Pass Circuit.  ",Intermediate,3 -4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9b629e8148eb4ff490383c6728b53e87.jpg,https://www.doc.govt.nz/link/d2b1b1fc83cd4e6498c204bcf4bae84a.aspx,2021/05/05 13:42:07+00,6652.46562704213
172377,Bob’s Camp Bivouac Route ,Visit a cute bivvy with an unusual curved roof.,Expert,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ed0cbb0bb48a458b9588403939f68fa5.aspx,https://www.doc.govt.nz/link/9a075b44fa734b5db166137d97da0b3c.aspx,2021/05/05 13:42:07+00,8417.53678051314
172378,Bob’s Cove Bridle Track,On Bob's Cove Bridle Track you'll follow history along the original bridle track that linked Queenstown and Glenorchy.,Easy,1-2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b583b9cdb9f944eeb01a58d074239518.aspx,https://www.doc.govt.nz/link/c050b24225844489b52192459d35196d.aspx,2021/05/05 13:42:07+00,2516.3748674749
172379,Bob’s Cove Track & Nature Walk,This short walk passes through native bush to reach a stunning cove on Lake Wakatipu - it's a great option for kids.,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/743943d97a2e420aa7a683c01000343d.jpg,https://www.doc.govt.nz/link/b5c9e0480f104685ad16cf7a9ea04047.aspx,2021/05/05 13:42:07+00,6627.07553855658
172380,Borland Nature Walk,This easy loop track in Fiordland forest in Monowai is suitable for families.,Easy,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/27f30d9f3dab41f7bd80c1ab7bc93597.jpg,https://www.doc.govt.nz/link/ca16bd7e41ae476b91a4585a7904f897.aspx,2021/05/05 13:41:45+00,1529.41038633488
172381,Borland Road to Monowai Hut Track,This tramping track leads from Borland Saddle to a hut at the northern end of Lake Monowai in Fiordland National Park.,Advanced,9 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/981fff9dc0684956ba9a20721d958d72.aspx,https://www.doc.govt.nz/link/3f1ceb08457e4a6989c2d57009d7fddd.aspx,2021/05/05 13:42:07+00,12127.5723500593
172382,Boundary Creek Track,A pleasant climb up an old musterers' track above an upland river gorge.,Advanced,6- 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7bcce51fbe744d8e8ff91804e1bd0ed5.aspx,https://www.doc.govt.nz/link/b6b7dc98b7694d1693b956361b6fd9d1.aspx,2021/05/05 13:42:08+00,2302.30948670828
172383,Boundary Stream walks,Walk to the Hawke's Bay highest waterfall or choose another walk in an area where native forest and birds are protected from pests and predators - shorter options are suitable for children,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e0ca1433ed6240049e8e5b0e491e33bd.jpg,https://www.doc.govt.nz/link/bd2121f3b6404335ae399d304aafe5e7.aspx,2021/05/05 13:42:08+00,20635.4361553309
172384,Boyd Creek Track,"This difficult tramping track leads from the Milford Road up the Boyd Creek onto the tops of the Countess Range, in the Snowdon Forest area. ",Advanced,2.5 - 3.5 hr to tops,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/23b613024c414e10bf417256d5876d9e.jpg,https://www.doc.govt.nz/link/3a6f03f8050643a39a99ffa7832b0cc7.aspx,2021/05/05 13:42:08+00,4872.57501151271
172385,"Boyd, Oamaru and Cascade Hut tracks","Combine these tracks for a multi-night tramp with lush beech forest, river crossings and wildlife. Several huts and road ends allow you to tailor a trip to suit.",Advanced,2 - 4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6b94db3e30bf43a7bd7659db72349419.jpg,https://www.doc.govt.nz/link/541125fdd7e740fb9c0beeb251b62401.aspx,2021/05/05 13:42:08+00,78579.2716998608
172386,Braemar Road to Landslip Creek,A public access easement leads to Landslip Creek above Lake Pukaki. ,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d536e0003dd04ea89f9e45f8d52da917.aspx,https://www.doc.govt.nz/link/51c0cd2f73b448028639665f60d320d4.aspx,2021/05/05 13:42:08+00,15835.9745458753
172387,Brasell Point Nature Walk,"This walking track in Deep Cove, Doubtful Sound, is a short, self guided nature walk through forest to the Helena Falls lookout.",Easy,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6e9a2b5420f44ada8b6fe7e2b674a704.JPG,https://www.doc.govt.nz/link/8ea381665e43439da716f61c6733526f.aspx,2021/05/05 13:42:08+00,329.691573539838
172388,Breast Hill Track,"This tramping track, taking 2-3 days to complete, forms part of the Te Araroa - The Long Pathway and connects to the Timaru River Track. ",Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3095b2b285674ab1984cd3cd78f07982.jpg,https://www.doc.govt.nz/link/264819cc3f924f3c90d6bdcb9bb44f19.aspx,2021/05/05 13:42:09+00,45980.8344142975
172389,Bridge to Nowhere Walk,Walk to an abandoned bridge in the heart of the Whanganui National Park.,Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dbec83e6acd84f888822d20f3a96d896.jpg,https://www.doc.govt.nz/link/b3da3278ff9f41c5bbdffb2155c6d39d.aspx,2021/05/05 13:42:09+00,1887.20115297028
172390,Bridle Track,"This well-graded track follows a section of the old Bridle Track, the first link between Otago and Westland.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/940507324b464d4fa0899c87b55dd691.jpg,https://www.doc.govt.nz/link/28f06b0ef53841d99f7858026da0d76b.aspx,2021/05/05 13:42:09+00,3509.84411863297
172391,Broken Hills walking tracks,The Broken Hills area has a number of walking tracks through old mining sites.,Easy,5 min - 10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/72a748f739a34e98bb9472c6bc552b8d.jpg,https://www.doc.govt.nz/link/a25fc6302b1040caae24c982476fafa4.aspx,2021/05/05 13:42:09+00,10950.0866893962
172392,Bruce Park Loop Track,"An easy walk through a podocarp and broadleaf forest remnant with impressive specimens of rimu, totara and kahikatea - great for kids and they can earn a Kiwi Guardians medal too!

",Easy,20 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cdd6b089feb441afaa6a0700347fb5e8.jpg,https://www.doc.govt.nz/link/0b490b8a8f7c433985b7a1a612e232be.aspx,2021/05/05 13:41:45+00,1583.8153849287
172393,Brunner Mine Site Walk,Explore the fascinating and family-friendly historic Brunner Mine and enjoy the interactive displays.,Easiest,1 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b48bebd0633d4cd99095457b82289e17.jpg,https://www.doc.govt.nz/link/3d8f2b522d324126aa8d1df6a5ef4886.aspx,2021/05/05 13:41:45+00,685.07763831211
172394,Bryant Memorial Reserve tracks,Two short walking tracks leaving from the Bryant Memorial Reserves. ,Easiest,20-25  min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4e340d34cd214413b005fc7f34c90f8e.aspx,https://www.doc.govt.nz/link/0d73dfe4b2da42eeb772df81779c518b.aspx,2021/05/05 13:42:09+00,2082.12138475402
172395,Bullendale & Dynamo Hut Tracks,Traverse rugged Skippers Creek to see New Zealand’s first industrial hydro power scheme or take the trail to the heart of Skippers’ quartz reef mining history. ,Advanced,4 - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/08c95c0554a44a3fbfbee3f10175be11.jpg,https://www.doc.govt.nz/link/b47efb35acd24b4f94e63f2d8fadea7e.aspx,2021/05/05 13:42:09+00,10722.8160462181
172396,Burnt Ridge Track,"This tramping track offers an easy walk from the Borland Lodge grounds to Lake Monowai, in Fiordland. ",Easy,1.5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5ccd7744759b46f78ff887c6d8e87921.jpg,https://www.doc.govt.nz/link/7fcba83cfde2428e90fe820b1d64430b.aspx,2021/05/05 13:42:09+00,4406.89139382295
172397,Burrill Route,Burrill Route was formed in the 1970s by miners prospecting for copper.,Expert,8 - 9 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fccaf8454a1447edb069a3bb4b2777fe.jpg,https://www.doc.govt.nz/link/d2f000eefdeb49b6a53cde537a3c4aed.aspx,2021/05/05 13:42:10+00,8075.61267527338
172398,Burtton's Track,Burtton's Track (Scotts Road to Mangahao Road) lies between Palmerston North and Shannon.,Advanced,"6 hr going south, 7 hr going north",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d85aba6e6b054d93acac57613d818276.aspx,https://www.doc.govt.nz/link/f73f8cf3e0ee4526ba6f454fc2b4dfad.aspx,2021/05/05 13:42:10+00,12803.3264222106
172399,Bushy Beach Track,Spot New Zealand fur seals/kekeno and yellow-eyed penguins/hoiho from this cliff-top walk.,Easy,10 - 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a89b428fb6614337a905cbf8fc092b12.jpg,https://www.doc.govt.nz/link/5b9506862e8346a4ae81f780b70634d7.aspx,2021/05/05 13:42:10+00,228.156585673495
172400,"Buskin, Highcliff and Paradise Road tracks",Walk from Highcliff Road.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c2932ccdaf464aef91ad16d900c7e3a5.jpg,https://www.doc.govt.nz/link/150daf69d3db4b55b1c2a9ce50340eac.aspx,2021/05/05 13:42:10+00,3219.65542077954
172401,Butcher Track,Butcher Track provides magnificent views of the Wellington harbour and surrounding areas.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b12ccfd9afa4b72b971183f8d846c11.jpg,https://www.doc.govt.nz/link/ff71d84fe267417d82b091cfc0f8673c.aspx,2021/05/05 13:42:10+00,1421.49149907665
172402,Butterfields Wetland Walk,"Situated near the Hāwea River Swing Bridge this small loop track around the Butterfields Wildlife Management Area is suitable for biking, running and walking. ",Easy,45 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8a8e7df42db742a8bbcc1a8152660195.jpg,https://www.doc.govt.nz/link/f0d1b69acfb445c2a764290f4547ca52.aspx,2021/05/05 13:42:11+00,1100.99407223429
172403,Cable Bay Walkway,"Enjoy the coastal views on this walkway between Rotokura/Cable Bay and The Glen, near Nelson. Boating, sea kayaking, and snorkeling are all possible.",Easy,3 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/958e8decb1d64c5595a238c6fd171ceb.jpg,https://www.doc.govt.nz/link/feef6be5612149bb81b9f9e2bf40c074.aspx,2021/05/05 13:42:11+00,9121.3322589209
172404,Callery Gorge Walk,Follow the Callery Gorge Walk as it climbs to a high terrace before descending to the Callery River.  ,Easy,1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7fc92ad56ab74327bcdb03ecee4e8133.jpg,https://www.doc.govt.nz/link/efc61fcb475b4fde8314f7f62812a8b9.aspx,2021/05/05 13:42:11+00,2488.25676189678
172405,Cameron Valley Track,Starting at the Cameron Creek car park enjoy a good day's tramp ending at the 4-bunk Cameron Hut.,Advanced,4 - 5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c984e67538ea4f80a0bcccfa998c8904.jpg,https://www.doc.govt.nz/link/027f27f021914e428c685ff659159e33.aspx,2021/05/05 13:42:11+00,6097.68614562709
172406,Camp Stream Hut Track,The steep climb to Camp Stream Hut is part of Te Araroa  Trail and is popular with people walking the trail over summer and with ski tourers over winter.,Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ee034ceb7fc04a169a85bfedb3d6be3f.jpg,https://www.doc.govt.nz/link/b3878bedf8734e1ea1839a7bfd960289.aspx,2021/05/05 13:42:12+00,15212.8928171807
172407,Canavans Knob Walk,"A short climb with rewarding views of the glacier, mountains and river flats.",Easiest,1 hr - 1 hr 40,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/aedfc3808a4b4a0682eeef752feacf81.jpg,https://www.doc.govt.nz/link/86c4ad8384614d09b5bb15e6237233fc.aspx,2021/05/05 13:42:12+00,1529.8218399203
172408,Canyon Creek Track,Discover spectacular waterfalls and a rock bivvy in the Canyon Creek area.,"Advanced, Expert",3 hr 50 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/03ec51bfa887455cbe6d2408798cd9e0.jpg,https://www.doc.govt.nz/link/26f04db1e4c941b3bd262dd205bd4b5f.aspx,2021/05/05 13:42:12+00,4206.42948928412
172409,Cape Brett Track,"The Cape Brett Track traverses rugged terrain for 16 km through native and regenerating bush. Expect dramatic coastal views; steep cliffs and drop-offs to the side of the track are a feature.",Advanced,8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0482753f876f43159b25d728a5f2094c.jpg,https://www.doc.govt.nz/link/3339929c096d437dae57e4ee5c1b0e67.aspx,2021/05/05 13:42:12+00,4395.83814493847
172410,Cape Foulwind Walkway,"A seal colony, a lighthouse and panoramic views of mountains and coastline feature on this spectacular coastal walkway. With the beach close by as well it's a good option for children. It's also one of our best short walks.","Easiest, Easy",1 hr 15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0d69ff38f1ee4711aa57dad351b2c93c.jpg,https://www.doc.govt.nz/link/f46e42cda7bd43a3a1893406872ee723.aspx,2021/05/05 13:41:45+00,3200.25974238864
172411,Cape Reinga/Te Rerenga Wairua Lighthouse Walk,Enjoy outstanding panoramic views and pay respect to a site steeped in Māori tradition on a short stroll to an iconic lighthouse – it's suitable for children and buggies.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b70aaa9d37a243d6b5e3f327cd9f7a1d.jpg,https://www.doc.govt.nz/link/67464a49e7414a75bf67a9315282789c.aspx,2021/05/05 13:42:12+00,1035.47300908496
172412,Carrington Hut Route,This route up the braided river-bed of the Waimakariri leads to a comfortable hut situated below the park’s highest peaks. Carrington Hut is a good base for exploring the upper Waimakariri catchment.,Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b54ef5e371594d6aa57605acaa98f764.jpg,https://www.doc.govt.nz/link/21f72c66468840fba71db1d878a12153.aspx,2021/05/05 13:42:12+00,15289.5714909739
