,name,type,time_h,length_km,lng,lat,url
240,Brames Falls Route:ihaia Track Jtn-bobs Blf,Tramping Track,3.533333333333333,5.89, 174.003404, -39.324820,brames-falls-routeihaia-track-jtnbobs-blf
241,Branch River Track,Tramping Track,8.283333333333333,18.95, 173.036960, -41.963794,branch-river-track
242,Brassell Point Nature Walk,Walking Track,0.15,0.33, 167.157892, -45.464425,brassell-point-nature-walk
243,Brattys Bush Track,Walking Track,1.0333333333333334,0.48, 174.486022, -35.612650,brattys-bush-track
244,Breakneck River/port Craig Hut,Easy Tramping Track,23.133333333333333,6.5, 167.372464, -46.183392,breakneck-river-port-craig-hut
245,Breaksea Island Biodiversity Track,Route,0.03333333333333333,0.1, 166.644554, -45.573806,breaksea-island-biodiversity-track
246,Bream Bay Boardwalk & Conc Path to Road,Walking Track,0.06666666666666667,0.2, 174.460917, -35.910931,bream-bay-boardwalk-conc-path-to-road
247,Bream Bay Pedestrian Access Track,Walking Track,0.03333333333333333,0.11, 174.466007, -35.886860,bream-bay-pedestrian-access-track
248,Breeze Bay Walking Track,Walking Track,3.1166666666666667,1.13, 172.793386, -43.589753,breeze-bay-walking-track
249,Breeze Col Mt Bike Track,Walking Track,12.016666666666667,3.36, 172.783004, -43.592404,breeze-col-mt-bike-track
250,Brewster Track,Tramping Track,23.116666666666667,2.79, 169.412185, -44.087611,brewster-track
251,Brian Olyn Route,Route,21.0,2.42, 171.728178, -42.625571,brian-olyn-route
252,Bridal Veil Falls Walk- Steps to Bottom,Short Walk,1.0,0.23, 174.896579, -37.907955,bridal-veil-falls-walk-steps-to-bottom
253,Bridal Veil Falls Walk- Wheelchair Sect,Short Walk(disabled),1.0833333333333333,0.57, 174.896680, -37.908536,bridal-veil-falls-walk-wheelchair-sect
254,Bridge Hill Track,Easy Tramping Track,2.033333333333333,0.71, 171.714155, -43.155575,bridge-hill-track
255,Bridge to Nowhere Walk,Walking Track,5.083333333333333,1.9, 174.967533, -39.281048,bridge-to-nowhere-walk
256,Bridle Track,Walking Track,14.05,3.55, 169.354512, -44.107512,bridle-track
257,Brills Track,Tramping Track,2.9333333333333336,5.7, 177.332104, -38.191701,brills-track
258,Britannia Track,Walking Track,22.083333333333332,4.24, 171.786582, -41.700317,britannia-track
259,Broken Hills Battery Short Walk,Short Walk,1.0333333333333334,0.47, 175.739821, -37.101153,broken-hills-battery-short-walk
260,Brookdale Track,Tramping Track,21.066666666666666,3.72, 170.080503, -45.516473,brookdale-track
261,Brown Hut to Shakespeare Track Junction,Great Walk,23.083333333333332,5.13, 172.456017, -40.874207,brown-hut-to-shakespeare-track-junction
262,Browning Pass to Harman Hut Track,Tramping Track,21.116666666666667,5.5, 171.343924, -42.950038,browning-pass-to-harman-hut-track
263,Browning Track,Tramping Track,2.8666666666666667,5.54, 173.254373, -41.412819,browning-track
264,Browns Track,Tramping Track,2.15,0.42, 174.963302, -41.343643,browns-track
265,Bruce Park Loop Track,Short Walk,4.016666666666667,1.6, 175.524361, -39.964676,bruce-park-loop-track
266,Brunner Mine Walk,Short Walk,2.0,0.72, 171.324644, -42.433809,brunner-mine-walk
267,Buck Rock/upper Level Track,Walking Track,1.0833333333333333,1.99, 175.753557, -37.556011,buck-rock-upper-level-track
268,Bucket Dredge Walk,Walking Track,1.1333333333333333,0.91, 169.828659, -43.408043,bucket-dredge-walk
269,Buckland Peaks Track,Tramping Track,3.0833333333333335,4.54, 171.597426, -41.849212,buckland-peaks-track
270,Bull Mound Track,Tramping Track,23.133333333333333,3.95, 175.344428, -40.989633,bull-mound-track
271,Bullendale Track,Tramping Track,3.783333333333333,8.09, 168.673572, -44.787534,bullendale-track
272,Bullock Creek to Pororari River,Tramping Track,14.066666666666666,4.5, 171.370234, -42.119559,bullock-creek-to-pororari-river
273,Bullock Track,Tramping Track,15.15,3.98, 172.689049, -41.144960,bullock-track
274,Bullock Track,Track - historic,0.1,0.16, 174.867127, -41.255813,bullock-track
275,Bullock Track to Lake Peel Junction,Tramping Track,15.083333333333334,3.67, 172.616423, -41.145948,bullock-track-to-lake-peel-junction
276,Buried Forest Walk Pureora,Short Walk,0.03333333333333333,0.08, 175.581607, -38.494682,buried-forest-walk-pureora
277,Burnett Mts Easement,Tramping Track,4.116666666666666,1.03, 170.165917, -43.804196,burnett-mts-easement
278,Burnt Ridge Track,Tramping Track,13.15,4.43, 167.538152, -45.777531,burnt-ridge-track
279,Burrills Route,Tramping Track,4.033333333333333,8.15, 175.378487, -36.071029,burrills-route
280,Bush Edge Path - Shelter to Red Tarns,Short Walk(disabled),1.0833333333333333,0.57, 170.098359, -43.741494,bush-edge-path-shelter-to-red-tarns
281,Bushedge to Area Boundary,Tramping Track,3.8666666666666667,9.13, 172.684600, -41.151910,bushedge-to-area-boundary
282,Bushedge to Unbridged Creek,Tramping Track,6.9,14.01, 173.784993, -41.176483,bushedge-to-unbridged-creek
283,Bushs Beach Track,Walking Track,3.066666666666667,1.36, 175.375381, -36.184085,bushs-beach-track
284,Bushy Beach Access Walking Track,Walking Track,0.05,0.09, 170.979107, -45.122199,bushy-beach-access-walking-track
285,Bushy Beach Viewing Walking Track,Walking Track,0.11666666666666667,0.23, 170.978870, -45.122060,bushy-beach-viewing-walking-track
286,Bushy Top to Mid Wairoa Hut,Tramping Track,3.4333333333333336,5.12, 173.149371, -41.573211,bushy-top-to-mid-wairoa-hut
287,Butcher Track,Tramping Track,5.15,1.41, 174.934262, -41.359245,butcher-track
288,Butchers Dam Loop Track,Walking Track,4.0,1.69, 169.345056, -45.294299,butchers-dam-loop-track
289,Butler Junction to Whymper Hut,Tramping Track,3.183333333333333,5.92, 170.371075, -43.441280,butler-junction-to-whymper-hut
290,Butler River Track,Tramping Track,3.216666666666667,5.83, 170.414523, -43.409534,butler-river-track
291,Butlers Incline Track,Tramping Track,5.0,1.26, 175.757485, -37.547234,butlers-incline-track
292,Butterfields Wetland Walk,Walking Track,2.05,1.13, 169.207822, -44.675166,butterfields-wetland-walk
293,Bypass Track,Tramping Track,14.083333333333334,2.84, 172.250203, -43.196137,bypass-track
294,Cable Bay Walkway,Walking Track,4.766666666666667,9.34, 173.379443, -41.182977,cable-bay-walkway
295,Cable Rd,Walking Track,1.05,0.41, 174.886569, -36.601906,cable-rd
296,Cairn View Track,Easy Tramping Track,1.1166666666666667,0.51, 174.986065, -40.979210,cairn-view-track
297,Cairnmuir Hill Tramping Track,Tramping Track,8.833333333333334,19.56, 169.282200, -45.174696,cairnmuir-hill-tramping-track
298,Callaghans Walk,Walking Track,5.15,1.85, 171.521583, -42.405491,callaghans-walk
299,Callery Gorge Walk,Walking Track,1.0833333333333333,2.51, 170.186478, -43.400881,callery-gorge-walk
300,Cameron / Blue Pools Link Track,Short Walk,2.05,0.92, 169.286605, -44.161460,cameron-blue-pools-link-track
301,Cameron Crpk to Kuripapango Hill Track,Tramping Track,21.116666666666667,3.34, 176.342852, -39.358408,cameron-crpk-to-kuripapango-hill-track
302,Cameron Hut Route,Route,6.55,15.29, 171.018228, -43.367287,cameron-hut-route
303,Cameron Hut to Cameron Carppark/kiwi Sad,Tramping Track,3.6,5.29, 176.292134, -39.361422,cameron-hut-to-cameron-carppark-kiwi-sad
304,Cameron Hut to Lakes Crpk/kiwi Saddle Track,Tramping Track,3.0166666666666666,1.12, 176.295091, -39.334739,cameron-hut-to-lakes-crpk-kiwi-saddle-track
305,Cameron Lookout Walk,Short Walk,1.0666666666666667,0.53, 169.306550, -44.157450,cameron-lookout-walk
306,Cameron Track,Tramping Track,3.2333333333333334,5.81, 169.315846, -44.199020,cameron-track
307,Camp Creek Route,Route,4.85,6.06, 171.588185, -42.716673,camp-creek-route
308,Camp Saddle Track,Easy Tramping Track,13.133333333333333,2.45, 171.704007, -43.125572,camp-saddle-track
309,Camp Spur Track,Tramping Track,15.116666666666667,2.93, 176.384071, -39.237699,camp-spur-track
310,Camp Stream Track Tat,Route,6.733333333333333,15.22, 170.686489, -43.720338,camp-stream-track-tat
311,Campground Link Track,Walking Track,0.1,0.3, 171.266900, -43.890796,campground-link-track
312,Campground North to River,Walking Track,0.05,0.12, 175.223318, -40.880869,campground-north-to-river
313,Campground South to River,Walking Track,0.0,0.02, 175.221603, -40.883023,campground-south-to-river
314,Campground to Kea Point Track,Walking Track,3.1333333333333333,1.43, 170.093295, -43.718682,campground-to-kea-point-track
315,Campsite to Beach,Walking Track,6.216666666666667,14.39, 177.080506, -39.166085,campsite-to-beach
316,Canaan Big Loop Bike Track,Tramping Track,4.316666666666666,10.9, 172.891678, -40.943352,canaan-big-loop-bike-track
317,Canavans Knob Walk,Short Walk,4.083333333333333,1.57, 170.170116, -43.388398,canavans-knob-walk
318,Cann Gorge Hut - Ada Pass Track,Easy Tramping Track,13.033333333333333,3.85, 172.457011, -42.304330,cann-gorge-hut-ada-pass-track
319,Canoe Cove Track,Short Walk,1.1,0.71, 171.151795, -42.799870,canoe-cove-track
320,Canton Battery Walking Track,Walking Track,0.06666666666666667,0.17, 169.884266, -45.855591,canton-battery-walking-track
321,Canyon Creek Route,Route,14.15,4.21, 169.598198, -44.233696,canyon-creek-route
322,Cape Brett Track - Deep Water Cove to Cape,Easy Tramping Track,22.0,4.44, 174.305556, -35.190823,cape-brett-track-deep-water-cove-to-cape
323,Cape Kidnappers - Beach to Plateau Colon,Walking Track,2.033333333333333,0.73, 177.085993, -39.644558,cape-kidnappers-beach-to-plateau-colon
324,Cape Wanbrow Walking Track,Walking Track,1.0666666666666667,0.36, 170.982559, -45.113391,cape-wanbrow-walking-track
325,Caples Track - Confluence to Mid Caples,Easy Tramping Track,2.7666666666666666,7.08, 168.273180, -44.891801,caples-track-confluence-to-mid-caples
326,Caples Track - Greenstone Descent Section,Easy Tramping Track,12.133333333333333,2.43, 168.137904, -44.839938,caples-track-greenstone-descent-section
327,Caples Track - Mckellar Saddle Section,Easy Tramping Track,3.0166666666666666,1.26, 168.151338, -44.851033,caples-track-mckellar-saddle-section
328,Caples Track - Mid Caples to Top Flat,Easy Tramping Track,22.066666666666666,6.21, 168.229449, -44.851453,caples-track-mid-caples-to-top-flat
329,Caples Track - Top Flat to Bushline,Easy Tramping Track,3.783333333333333,7.92, 168.164321, -44.846985,caples-track-top-flat-to-bushline
330,Capleston to Kirwans Hut Track,Tramping Track,6.466666666666667,12, 171.918889, -42.066678,capleston-to-kirwans-hut-track
331,Caravan Bush Loop Track,Walking Track,3.0,1.4, -176.181254, -44.281550,caravan-bush-loop-track
332,Cardrona-crom Pack Track (meg to Lowburn),Tramping Track,4.1,9.08, 169.128488, -44.963750,cardronacrom-pack-track-meg-to-lowburn
333,Carew Falls Track,Short Walk,2.1166666666666667,0.89, 171.399861, -42.644539,carew-falls-track
334,Careys Creek Rongomai Honeycomb Track,Tramping Track,15.133333333333333,3.85, 170.539231, -45.712116,careys-creek-rongomai-honeycomb-track
335,Careys Creek Track,Tramping Track,3.9333333333333336,8.85, 170.519429, -45.751480,careys-creek-track
336,Carlyle Hut Route,Route,23.133333333333333,5.9, 172.495912, -42.550325,carlyle-hut-route
337,Carnival Park Scenic Reserve Walking Tra,Walking Track,1.0333333333333334,0.59, 175.827797, -40.459723,carnival-park-scenic-reserve-walking-tra
338,Carpark to Kaitawa Stream Mill Site,Walking Track,3.0833333333333335,1.36, 175.272182, -40.744178,carpark-to-kaitawa-stream-mill-site
339,Carpark to Kelly Knight Hut,Tramping Track,12.15,2.79, 176.053336, -39.846079,carpark-to-kelly-knight-hut
340,Carpark to Reserve Gate,Walking Track,0.06666666666666667,0.19, 175.037922, -40.909976,carpark-to-reserve-gate
341,Carpark to Southern Hide,Walking Track,1.1166666666666667,0.76, 174.915779, -41.105075,carpark-to-southern-hide
342,Carpark to Whataroa Swingbridge,Tramping Track,2.9166666666666665,7.32, 170.411274, -43.293979,carpark-to-whataroa-swingbridge
343,Carringto Hut to Browning Pass Route,Route,6.383333333333334,13.3, 171.449682, -42.959839,carringto-hut-to-browning-pass-route
344,Carrington Hut to Waimakariri Fall Hut,Route,3.0166666666666666,6.38, 171.488182, -42.917318,carrington-hut-to-waimakariri-fall-hut
345,Carroll Hut to 7 Mile Creek Bushline Trk,Tramping Track,14.066666666666666,3.75, 171.552399, -42.790874,carroll-hut-to-7-mile-creek-bushline-trk
346,Carter Track,Walking Track,2.066666666666667,1.12, 175.603031, -41.062515,carter-track
347,Cascade Hut to Te Waiotupuritia Stm Track,Tramping Track,2.783333333333333,5.43, 176.112616, -39.057321,cascade-hut-to-te-waiotupuritia-stm-track
348,Cascade Saddle Rt - Bush Edge to Heads L,Route,2.716666666666667,4.42, 168.624478, -44.477672,cascade-saddle-rt-bush-edge-to-heads-l
349,Cascade Saddle Track - Asp Hut to Bush Edge,Tramping Track,2.0833333333333335,2.46, 168.649957, -44.490420,cascade-saddle-track-asp-hut-to-bush-edge
350,Cascade Track - Lower Section,Tramping Track,2.1333333333333333,3.91, 172.759691, -41.898181,cascade-track-lower-section
351,Cascade Track - Upper Section,Tramping Track,12.033333333333333,1.56, 172.749933, -41.888238,cascade-track-upper-section
352,Casey Hut to Poulter Hut Track,Tramping Track,2.95,8.19, 171.863571, -42.895800,casey-hut-to-poulter-hut-track
353,Cashmores Clearing Track,Route,12.116666666666667,2.84, 175.809563, -37.562492,cashmores-clearing-track
354,Casino Bivy to Mangamako Hut,Tramping Track,12.133333333333333,2.69, 176.889484, -38.326242,casino-bivy-to-mangamako-hut
355,Cass - Lagoon Saddle Track Coral Lynn Ro,Tramping Track,2.9166666666666665,5.79, 171.601995, -43.054608,cass-lagoon-saddle-track-coral-lynn-ro
356,Cass Lagoon Saddle Track- Lagoon Saddle,Tramping Track,6.55,15.2, 171.678848, -43.106419,cass-lagoon-saddle-track-lagoon-saddle
357,Cass Lagoon Saddle Track: Sh73 to Cass,Tramping Track,4.933333333333334,10.78, 171.678848, -43.106419,cass-lagoon-saddle-track-sh73-to-cass
358,Castlepoint Lighthouse Walk,Walking Track,1.0666666666666667,0.53, 176.229658, -40.902052,castlepoint-lighthouse-walk
359,Catchpool Loop,Walking Track,1.0833333333333333,0.64, 174.937500, -41.348279,catchpool-loop
360,Cathedral Caves Walk,Short Walk,0.1,0.17, 169.375508, -46.607964,cathedral-caves-walk
361,Cathedral Cove Walk,Walking Track,11.066666666666666,2.23, 175.793650, -36.833577,cathedral-cove-walk
362,Catherine Cove Track,Tramping Track,3.1333333333333333,1.03, 173.885148, -40.860069,catherine-cove-track
363,Catleys Track -tarawaere to Catleys Camp,Tramping Track,3.05,1.34, 175.656609, -37.076402,catleys-track-tarawaere-to-catleys-camp
364,Catlins River Track,Easy Tramping Track,4.966666666666667,12.56, 169.492779, -46.458581,catlins-river-track
365,Catons Bay/rotary Club Track,Walking Track,0.03333333333333333,0.11, 172.758783, -43.790269,catons-bay-rotary-club-track
366,Cattle Creek Hut Turnoff to Birch Whare,Tramping Track,22.0,4.82, 176.064231, -40.065685,cattle-creek-hut-turnoff-to-birch-whare
367,Cattle Peak Route,Route,2.8333333333333335,4.6, 172.294194, -43.145313,cattle-peak-route
368,Cattle Ridge Hut to Dundas Hut,Tramping Track,2.716666666666667,4, 175.464493, -40.717006,cattle-ridge-hut-to-dundas-hut
369,Cattle Ridge Track,Tramping Track,2.1166666666666667,4.35, 174.932734, -41.358556,cattle-ridge-track
370,Cattle Track North Carpark to Blue River,Tramping Track,12.0,3.26, 169.354740, -43.772220,cattle-track-north-carpark-to-blue-river
371,Cattle Track South Carpark to Blue River,Tramping Track,12.7,30.16, 169.119929, -43.790745,cattle-track-south-carpark-to-blue-river
372,Cave Creek Track,Walking Track,4.133333333333334,1.87, 171.403108, -42.097351,cave-creek-track
373,Cave Track,Walking Track,0.06666666666666667,0.15, 174.283361, -39.113416,cave-track
374,Caves to Upper Whirinaki Intersection,Tramping Track,1.1,2.66, 176.655072, -38.797940,caves-to-upper-whirinaki-intersection
375,Cavestream Entry Walk (downstream),Short Walk,1.05,0.44, 171.741118, -43.198482,cavestream-entry-walk-downstream
376,Cavestream Exit Walk (upstream),Short Walk,0.05,0.11, 171.743383, -43.196160,cavestream-exit-walk-upstream
377,Cavestream Loop Track,Short Walk,1.1333333333333333,0.7, 171.741778, -43.196364,cavestream-loop-track
378,Cecil Kings Hut to Stone Hut,Tramping Track,5.466666666666667,10.84, 172.479318, -41.466902,cecil-kings-hut-to-stone-hut
379,Cedar Flat Hut to Toaroha Rd End Track,Tramping Track,3.8833333333333333,8.82, 171.135848, -42.907960,cedar-flat-hut-to-toaroha-rd-end-track
380,Cement Town Branch Walk,Walking Track,0.05,0.15, 171.908992, -42.134805,cement-town-branch-walk
381,Cent Nth Isl Track Juct to Mt Titiraupenga,Tramping Track,13.133333333333333,3.17, 175.672985, -38.525448,cent-nth-isl-track-juct-to-mt-titiraupenga
382,Central Te Hoe Hut Track,Easy Tramping Track,1.05,0.49, 176.763504, -38.863415,central-te-hoe-hut-track
383,Central Te Hoe to Mangakahika Track - Bullr,Tramping Track,12.116666666666667,3.38, 176.763504, -38.863415,central-te-hoe-to-mangakahika-track-bullr
384,Central Te Hoe to Mangakahika Track - Centr,Tramping Track,2.05,4.09, 176.769403, -38.835824,central-te-hoe-to-mangakahika-track-centr
385,Central Waiau Hut  to  Te Totara Hut Ol,Route,3.783333333333333,7.6, 176.846975, -38.768096,central-waiau-hut-to-te-totara-hut-ol
386,Central Waiau Hut to Te Totara Int. Rt,Tramping Track,2.8666666666666667,7.42, 176.846975, -38.768096,central-waiau-hut-to-te-totara-int-rt
387,Centre Nth Island Track,Short Walk,0.1,0.26, 175.672985, -38.525448,centre-nth-island-track
388,Chaffey Hut to Fenella Hut,Tramping Track,2.7666666666666666,6.83, 172.570606, -41.094456,chaffey-hut-to-fenella-hut
389,Chain Hills Access Track,Tramping Track,21.1,3.4, 169.697575, -44.775531,chain-hills-access-track
390,Chain Hills Track,Tramping Track,6.183333333333334,11.32, 169.715814, -44.770578,chain-hills-track
391,Chalkies Track,Tramping Track,3.033333333333333,4.82, 170.419686, -45.811593,chalkies-track
392,Chamois Track,Tramping Track,1.0333333333333334,0.51, 170.167051, -43.424568,chamois-track
393,Chancellor Hut Route,Route,11.033333333333333,1.33, 170.097094, -43.501442,chancellor-hut-route
394,Charming Creek Walkway,Walking Track,3.716666666666667,9.37, 171.880364, -41.609416,charming-creek-walkway
395,Chatterton River Tracks,Tramping Track,2.066666666666667,3.57, 172.819455, -42.483506,chatterton-river-tracks
396,Chatto Creek - 195 to 190,Walking Track,6.766666666666667,19.28, 169.676197, -45.050870,chatto-creek-195-to-190
397,Chromite Mine Track,Tramping Track,3.0833333333333335,0.94, 173.234589, -41.398882,chromite-mine-track
398,Chummies Track,Tramping Track,4.833333333333333,7.63, 172.549511, -41.402176,chummies-track
399,Circle Track to Hope Arm,Tramping Track,2.05,5.72, 167.541394, -45.589947,circle-track-to-hope-arm
400,Circuit Track,Tramping Track,2.966666666666667,8.18, 166.280059, -50.489954,circuit-track
401,Circuit Track Matiu,Walking Track,5.133333333333334,2.09, 174.864881, -41.260414,circuit-track-matiu
